example_id                                                                    | status  | run_time               |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:7]              | passed  | 0.86533 seconds        |
./spec/features/questions/author_edits_a_question_spec.rb[1:3:8]              | passed  | 0.78588 seconds        |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:1:1]                       | passed  | 0.59217 seconds        |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:1:2]                       | passed  | 0.53506 seconds        |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:1:3]                       | passed  | 0.84699 seconds        |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:2:1]                       | passed  | 1.77 seconds           |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:2:2]                       | passed  | 1.92 seconds           |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:3:1]                       | passed  | 1.2 seconds            |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:3:2]                       | passed  | 1.17 seconds           |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:3:3]                       | passed  | 1.06 seconds           |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:3:4:1]                     | passed  | 1.13 seconds           |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:3:4:2]                     | passed  | 1.14 seconds           |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:4:1]                       | passed  | 0.75029 seconds        |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:4:2]                       | passed  | 1.2 seconds            |
./spec/features/quiz/user_creates_a_quiz_spec.rb[1:4:3]                       | passed  | 0.67189 seconds        |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:1]                         | passed  | 0.95202 seconds        |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:2]                         | passed  | 1.12 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:3]                         | passed  | 1.05 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:4]                         | passed  | 0.96587 seconds        |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:5]                         | passed  | 1.05 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:6]                         | passed  | 1.25 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:7]                         | passed  | 1.02 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:8]                         | passed  | 1.08 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:1:9]                         | passed  | 1.03 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:2:1]                         | passed  | 1.08 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:1]                         | passed  | 1.01 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:2]                         | passed  | 1.23 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:3]                         | passed  | 1.16 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:4]                         | passed  | 1.28 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:5]                         | passed  | 1.03 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:6]                         | passed  | 1.64 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:7]                         | passed  | 1.39 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:8]                         | passed  | 1.34 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:9]                         | passed  | 1.33 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:10]                        | passed  | 1.16 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:11]                        | passed  | 1.21 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:12:1]                      | passed  | 0.95251 seconds        |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:12:2]                      | passed  | 1.45 seconds           |
./spec/features/quiz/user_takes_a_quiz_spec.rb[1:3:12:3]                      | passed  | 1.18 seconds           |
